podcast_title,podcast_url,episode_title,published_relative,published_at_est,duration_minutes,play_count,comment_count,like_count,completion_rate,data_source,subscribers,days_since_publish
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,Vol.257 为什么上证是“综指”、深证用“成指”？,,2026-05-20 23:00:00.000,29,36014,48,62,,web_next_data,779685,11
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,商业小样40 | 美光和麦当劳有什么关系？,,2026-05-17 23:00:00.000,12,32939,35,53,,web_next_data,779685,14
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,专访腾竞体育冯骁：从业十五年，如何从0开始搭建职业电竞赛事,,2026-05-14 23:00:00.000,87,24347,56,60,,web_next_data,779685,17
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,Vol.256 职业电竞，“职业”在哪儿？,,2026-05-13 23:00:00.000,35,34735,74,75,,web_next_data,779685,18
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,商业小样39 | 汽车轮胎涨价两轮，为何无人知晓？,,2026-05-10 23:00:00.000,9,32791,28,44,,web_next_data,779685,21
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,Vol.255 戴比尔斯与破灭的钻石神话,,2026-05-06 23:00:00.000,39,48293,71,146,,web_next_data,779685,25
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,一则好消息,,2026-04-29 01:13:16.530,1,9962,40,6,,web_next_data,779685,33
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,Vol.254 大牌的创意总监为什么成了高危职业？,,2026-04-22 23:00:00.000,37,54927,90,79,,web_next_data,779685,39
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,Vol.253 西南航空，从特立独行到泯然众人,,2026-04-15 23:00:00.000,41,55497,69,146,,web_next_data,779685,46
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,商业小样38 | 拿什么回馈你，我的股东,,2026-04-12 23:00:00.000,11,33697,29,36,,web_next_data,779685,49
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,Vol.252 张雪为什么能赢？,,2026-04-08 23:00:00.000,41,64848,78,139,,web_next_data,779685,53
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,Vol.251 不想做小红书的“得物”开不了“韩国优衣库” feat. 现在进行时,,2026-04-01 23:00:00.000,61,74795,118,109,,web_next_data,779685,60
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E238｜聊聊Harness时代AI-First的组织架构：从信任人到信任AI,,2026-05-25 00:00:00.000,65,39879,107,182,,web_next_data,562332,7
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E237｜央视和FIFA谈判纷争背后，体育赛事转播权的博弈与生意,,2026-05-21 00:00:00.000,66,33951,50,100,,web_next_data,562332,11
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E236｜99%的作业都是AI写的：当代名校生眼里，大学还剩下什么？,,2026-05-15 00:00:00.000,82,68289,273,853,,web_next_data,562332,17
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E235｜20年内CAR-T治愈癌症？与刘诚博士聊聊癌症治疗的底层哲学,,2026-05-09 00:00:00.000,70,36723,96,324,,web_next_data,562332,23
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E234｜未来实拍电影还存在吗？与导演陆川聊聊AI给影视人的恐惧与自由,,2026-04-22 06:00:00.000,40,40719,83,149,,web_next_data,562332,40
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E233｜硅谷右翼的权力网如何形成？聊聊彼得·蒂尔的思想启蒙拼图,,2026-04-17 00:00:00.000,50,46334,76,118,,web_next_data,562332,45
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E232｜餐饮出海有新招儿吗？从鼎泰丰与贡茶拿下美国初代销冠聊起,,2026-04-10 00:00:00.000,67,37183,88,56,,web_next_data,562332,52
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E231｜从B2B到A2A：Agent新基建，如何让“一人企业”做全球生意？,,2026-04-01 00:00:00.000,59,62189,45,236,,web_next_data,562332,61
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E230｜1万亿收入预期背后：英伟达的巅峰与软肋,,2026-03-26 00:00:00.000,66,76268,76,275,,web_next_data,562332,67
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E229｜从手工作坊到全球第一：中国动力电池逆袭史,,2026-03-20 00:00:00.000,65,49780,114,141,,web_next_data,562332,73
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E228｜谷歌TPU能撼动英伟达吗？前TPU工程师首次揭秘,,2026-03-13 00:00:00.000,67,52507,76,184,,web_next_data,562332,80
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E227｜美国医疗市场AI争夺战：巨头押注，创业公司能赢吗？,,2026-03-04 00:00:00.000,60,81392,79,293,,web_next_data,562332,89
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E226｜聊聊DeepMind创始人哈萨比斯：一个科学家与失控的AI竞赛,,2026-02-26 00:00:00.000,73,59292,161,248,,web_next_data,562332,95
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E225｜SaaS业数千亿市值蒸发：AI如何变革组织架构？,,2026-02-14 00:00:00.000,56,57302,176,194,,web_next_data,562332,107
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E224｜深度拆解Clawdbot，为何它能成为2026年第一个现象级产品？,,2026-02-04 00:00:00.000,80,143814,152,752,,web_next_data,562332,117
